
0.00214,1,0.99953,0.98987,0.00014,0.01881,0.45958,Director, Other, incorrect
0.08576,0.99982,0.99791,0.6954,0,0.15072,0.78261,Director, Other, incorrect
0.02765,0.99995,0.9935,0.97711,0.00067,0.04413,0.76582,Director, Vice President, incorrect
8.0E-5,1,0.99907,0.99876,1.0E-5,0.00428,0.62183,Director, Vice President, incorrect
0.02812,1,0.96633,0.99593,0,0.0078,0.91033,Director, Trader, incorrect
0.00547,0.99993,0.98222,0.99234,0.00015,0.01536,0.88245,Director, Other, incorrect
0.11311,0.99792,0.9635,0.97558,0.00179,0.01602,0.86579,Director, Other, incorrect
0.00233,0.99998,0.99404,0.98877,0.00077,0.02806,0.64294,Director, Other, incorrect
0.35619,0.99866,0.99943,0.96758,4.0E-5,0.00886,0.72573,Vice President, Other, incorrect
0.16958,0.99986,0.99498,0.98064,0.0007,0.00439,0.59651,Director, Other, incorrect
0.19278,0.99971,0.98552,0.97587,2.0E-5,0.01561,0.92636,Director, Other, incorrect
0.01125,0.88027,0.89988,0.99401,0.0002,0.01811,0.9581,Trader, Other, incorrect
0.0506,0.99921,0.98644,0.99388,0.0003,0.01174,0.79626,Director, Other, incorrect
0.01665,0.99999,0.99971,0.99963,0.00065,0.0062,0.21182,Director, Other, incorrect
0.04131,0.99997,0.99519,0.9623,9.0E-5,0.00142,0.91289,Director, Other, incorrect
0.0018,0.99951,0.87594,0.99842,6.0E-5,0.01192,0.96868,Director, Other, incorrect
0,1,0.99969,0.9909,0,0.00049,0.98241,Director, Other, incorrect
0.03076,0.99977,0.98925,0.99157,0.00017,0.00944,0.87781,Director, Other, incorrect
0.00198,0.99527,0.92921,0.69093,0.00051,0.01176,0.97863,Director, Other, incorrect
0.01722,0.99948,0.96403,0.97091,0.00186,0.01543,0.94111,Director, Other, incorrect
0.01544,0.99992,0.98706,0.93693,0.00014,0.00296,0.9788,Director, Other, incorrect
0.00092,0.99995,0.98366,0.97097,0.00022,0.00731,0.95221,Director, Other, incorrect
0,1,0.99995,1,0,1.0E-5,0.99246,Director, Other, incorrect
0,1,0.99973,1,0,0.00035,0.10369,Director, Other, incorrect
0.17791,0.99999,0.963,0.99905,0.00112,0.00657,0.91163,Director, Other, incorrect
0.00753,0.99988,0.9977,0.97603,0,0.00356,0.98576,Director, Other, incorrect
0.00033,1,0.99905,0.99567,0,0.00362,0.71266,Director, Other, incorrect
0.05258,1,0.9999,0.99924,1.0E-5,0.00018,0.46831,Director, Other, incorrect
0.16689,1,0.98749,0.99743,1.0E-5,0.00189,0.6191,Director, Other, incorrect
0.00114,1,0.99929,0.99996,1.0E-5,0.00144,0.62172,Director, Other, incorrect
0,1,0.99994,1,0,0.00055,0.08309,Director, Other, incorrect
9.0E-5,1,0.99955,1,0,0.00769,0.55116,Director, Other, incorrect
1.0E-5,1,0.99993,0.84403,2.0E-5,0.0041,0.61445,Director, Other, incorrect
0.00748,1,1,1,0,0.00096,0.01624,Director, Other, incorrect
0,1,0.99946,0.99927,0,0.00413,0.8234,Director, Other, incorrect
0.04708,0.99984,0.99053,0.99157,0.00014,0.01127,0.83719,Director, Other, incorrect
0.00449,0.99999,0.98172,0.99788,0,0.00159,0.99817,Director, Other, incorrect
0.04297,0.99991,0.98032,0.99308,3.0E-5,0.00672,0.97263,Director, Other, incorrect
0.00243,1,0.99998,1,0,0.001,0.41596,Director, Other, incorrect
0.42723,1,0.97994,0.99641,1.0E-5,0.00039,0.88754,Director, Other, incorrect
0.00089,1,0.98877,0.97583,0.00069,0.00692,0.94227,Director, Other, incorrect
0.00319,0.99999,0.96829,0.9558,0.00026,0.0246,0.91949,Director, Other, incorrect
0.00051,1,0.99945,0.99969,8.0E-5,0.00848,0.44434,Director, Other, incorrect
0.01902,0.99971,0.97917,0.90147,0.0046,0.00764,0.94451,Director, Other, incorrect
0.00156,0.99979,0.91053,0.92694,0.00157,0.01597,0.96083,Director, Other, incorrect
0.01864,0.99985,0.87443,0.98296,0.01798,0.01336,0.86675,Director, Other, incorrect
0.24984,0.99559,0.98338,0.95412,0.00243,0.02734,0.80744,Director, Other, incorrect
0.00343,1,0.99386,0.99014,0.00054,0.00535,0.27236,Director, Other, incorrect
0.01343,0.99998,0.99655,0.97121,5.0E-5,0.00598,0.95184,Director, Other, incorrect
0.00014,1,1,0.99438,0,0.00012,0.00021,Director, Other, incorrect
7.0E-5,1,0.90727,0.99992,3.0E-5,0.00093,0.59658,Director, Other, incorrect
0,1,0.99917,0.99997,0,9.0E-5,0.05728,Director, Other, incorrect
0.00026,1,0.99945,1,0,0.00092,0.59292,Director, Other, incorrect
0.01009,1,0.99896,1,0,0.0001,0.25803,Director, Other, incorrect
0.00012,1,0.99609,0.94332,0,0.00957,0.99297,Director, Other, incorrect
3.0E-5,1,0.99998,0.98989,0,0.00012,0.6691,Director, Other, incorrect
0.0076,0.99999,0.99059,0.99819,0.00023,0.02621,0.77478,Director, Other, incorrect
0.01045,1,0.99982,0.99766,1.0E-5,0.00322,0.76533,Director, Other, incorrect
0.00042,1,0.99997,0.98407,0,0.00054,0.82705,Director, Other, incorrect
0,1,1,0.20809,0,0.00067,0.01251,Director, Other, incorrect
1.0E-5,1,1,0.75674,0,0.00807,0.0093,Director, Other, incorrect
0,1,1,1,0,7.0E-5,3.0E-5,Director, Other, incorrect
0.01281,0.99989,1,0.6012,0,0.0395,0.03788,Vice President, Other, incorrect
0.0007,1,0.92765,0.99841,0.00012,0.00153,0.87897,Director, Other, incorrect
0.00731,1,0.99787,0.9986,2.0E-5,0.00385,0.73413,Director, Other, incorrect
0,1,1,0.99999,0,2.0E-5,2.0E-5,Director, Other, incorrect
8.0E-5,1,0.99902,0.99997,0,0.01419,0.831,Director, Other, incorrect
0.3534,0.99996,0.99994,0.99656,4.0E-5,0.00334,0.48958,Director, Other, incorrect
6.0E-5,1,0.99993,0.99501,0,0.0024,0.78925,Director, Other, incorrect
0,1,0.99963,0.99875,0,0.0026,0.69009,Director, Other, incorrect
0.01086,1,0.99961,0.99981,0,0.00323,0.7037,Director, Other, incorrect
0,1,0.99306,1,0,0.0002,0.77534,Director, Other, incorrect
0,1,0.99965,0.98629,0,0.00059,0.78344,Director, Other, incorrect
0.01093,1,0.99639,0.99842,0,0.00319,0.97385,Director, Other, incorrect
0.02897,0.99994,0.99083,0.97497,0.00041,0.02457,0.87452,Director, Other, incorrect
0.00036,1,0.9996,0.99273,3.0E-5,0.00526,0.85317,Director, Other, incorrect
0.00028,1,1,0.99496,0,0.00133,0.2052,Vice President, Other, incorrect
0.00025,0.99992,1,0.87184,0,0.00215,0.29412,Vice President, Other, incorrect
0,1,0.99953,0.99982,1.0E-5,0.00252,0.68273,Director, Other, incorrect
0.21434,0.99986,0.99109,0.96133,0.00238,0.03086,0.62098,Director, Other, incorrect
0.0438,0.99992,0.9966,0.98701,5.0E-5,0.01112,0.55592,Director, Other, incorrect
0.00028,1,0.99882,0.99999,1.0E-5,0.00424,0.71579,Director, Other, incorrect
0.00128,1,0.98643,0.99931,8.0E-5,0.02045,0.52458,Director, Other, incorrect
0.17999,0.99982,0.99543,0.96127,0.00248,0.00699,0.84278,Director, Other, incorrect
0.04956,0.99083,0.99195,0.94647,0.00042,0.00933,0.75439,Vice President, Other, incorrect
0.05027,1,0.99982,0.99957,0,0.00664,0.09803,Director, Other, incorrect
0.07693,1,0.99877,0.9868,0,0.00502,0.9363,Director, Other, incorrect
0.10999,0.99953,0.9293,0.51704,0.0137,0.01131,0.8742,Director, Other, incorrect
0,1,0.99998,0.99398,0,0.0065,0.01009,Director, Other, incorrect
0.00206,0.99999,0.7106,0.99992,1.0E-5,0.00217,0.99265,Director, Other, incorrect
0.00565,0.99999,0.9217,0.85181,0.00031,0.02668,0.90373,Director, Other, incorrect
0.00764,0.99946,0.91409,0.889,0.00833,0.03996,0.89094,Director, Other, incorrect
0,1,0.97868,0.99992,0,0.00208,0.98441,Director, Other, incorrect
0,1,1,0.07201,0,0.00072,0,Director, Other, incorrect
2.0E-5,1,0.99976,0.99923,0,0.00167,0.18904,Director, Other, incorrect
0.18535,0.94248,0.98937,0.58073,0.00344,0.04569,0.75347,Vice President, Other, incorrect
0.00022,0.99983,0.99998,0.99519,2.0E-5,0.00265,0.27075,Vice President, Other, incorrect
0,1,0.99924,0.99887,0,0.00168,0.90486,Director, Other, incorrect
0.07192,0.99904,0.9796,0.96019,0.00046,0.01264,0.92883,Director, Other, incorrect
0.21904,1,1,1,0,0.0011,0.00094,Director, Other, incorrect
0.00344,1,0.99999,0.99078,0,0.00664,0.63884,Director, Other, incorrect
0.07959,0.99621,0.98823,0.99762,0.00148,0.02453,0.75909,Trader, Other, incorrect
0.0002,1,0.99081,0.99996,0.00054,0.00128,0.75399,Director, Other, incorrect
0.0006,0.99999,0.99549,0.99855,1.0E-5,0.01736,0.83506,Director, Other, incorrect
5.0E-5,0.99999,0.99991,0.3486,0,0.00575,0.88751,Director, Other, incorrect
9.0E-5,1,1,1,0,0.00061,0.00124,Director, Other, incorrect
7.0E-5,0.99933,0.90622,0.40364,0.0001,0.0237,0.98539,Director, Other, incorrect
0,1,1,0.99996,0,0.00019,0.01943,Director, Other, incorrect
0.15002,0.99999,0.9881,0.9603,0.00012,0.00946,0.94337,Director, Other, incorrect
0.393,0.99994,0.99975,0.98892,0,0.0057,0.59377,Director, Other, incorrect
0.00196,1,1,1,0,5.0E-5,0,Director, Other, incorrect
0.03374,1,0.99363,0.99997,0,0.00147,0.91003,Director, Other, incorrect
0.04465,1,1,0.96184,0,0.0003,0.41756,Director, Other, incorrect
0.00257,1,1,1,0,1.0E-5,0.99942,Director, Other, incorrect
0.00024,1,1,1,0,0.0004,0.0036,Director, Other, incorrect
0.10419,0.99999,0.99521,0.99837,2.0E-5,0.00847,0.92446,Director, Other, incorrect
0,1,1,0.99983,0,0.00015,0,Vice President, Other, incorrect
0.17627,0.99813,0.98748,0.61091,0.00092,0.02541,0.86956,Director, Other, incorrect
0.00041,0.99999,0.90821,0.95957,0.00076,0.00944,0.97022,Director, Other, incorrect
0.13724,0.99956,0.99935,0.96875,1.0E-5,0.00297,0.65609,Director, Other, incorrect
0.00025,1,0.99981,0.99962,0,0.06301,0.08786,Director, Other, incorrect
0.03349,0.99997,0.99139,0.99874,0,0.00544,0.95953,Director, Other, incorrect
0.03229,0.99974,0.99998,0.99932,3.0E-5,0.00305,0.34069,Vice President, Other, incorrect
0.0175,0.99951,0.98297,0.96966,0.00023,0.01541,0.80348,Director, Other, incorrect
0.76663,0.99991,0.98901,0.99492,0.00012,0.00386,0.90867,Director, Other, incorrect
0.00316,1,0.99753,0.99358,4.0E-5,0.00409,0.69245,Director, Other, incorrect
0.00558,1,0.99923,0.57987,0.19635,0.00351,0.15634,Director, Other, incorrect
0.00354,1,0.99765,0.99716,6.0E-5,0.00583,0.17662,Director, Other, incorrect
0.00246,0.99964,0.99325,0.99978,8.0E-5,0.00593,0.94725,Trader, Other, incorrect
0.00845,1,0.99819,0.8929,0.10586,0.00306,0.2323,Director, Other, incorrect
